WavFileName,grade,canonical_word,decoded_word,label,start_time,end_time,canonical_phone_seq,GT_label,GT_binary
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,smiled,smiled,c,24.57,25.2,S M AY L D,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,he,he,c,25.47,25.74,HH IY,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,told,told,c,25.74,26.25,T OW L D,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,the,the,c,26.43,26.82,DH AH,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,animals,animals,c,26.97,27.78,AE N AH M AH L Z,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,how,how,c,27.78,28.26,HH AW,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,sad,sad,c,28.26,28.71,S AE D,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,the,the,c,28.71,28.95,DH AH,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,peacock,peacock,c,28.95,29.58,P IY K AA K,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,was,was,c,29.58,30.12,W AA Z,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,soon,soon,c,30.57,31.35,S UW N,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,they,they,c,31.71,32.28,DH EY,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,all,all,c,32.31,32.7,AO L,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,came,came,c,32.7,33.27,K EY M,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,back,back,c,33.27,33.72,B AE K,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,the,the,c,34.38,34.86,DH AH,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,peacock,peacock,c,34.89,35.55,P IY K AA K,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,was,was,c,35.55,35.91,W AA Z,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,very,very,c,35.91,36.45,V EH R IY,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,happy,happy,c,36.45,37.14,HH AE P IY,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,but,but,c,37.83,38.31,B AH T,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,his,his,c,38.31,38.82,HH IH Z,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,voice,voice,c,38.82,39.39,V OY S,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,never,never,c,39.39,40.14,N EH V AH R,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,became,became,c,40.2,40.62,B IH K EY M,s,1
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,lovely,lovely,c,40.86,41.46,L AH V L IY,c,0
gw_3-a-2_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-235_2,3,again,again,c,41.46,42.42,AH G EH N,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,when,when,c,0.99,1.26,W EH N,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,you,you,c,1.26,1.41,Y UW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,eat,eat,c,1.41,1.68,IY T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,a,a,c,1.68,1.8,AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,banana,banana,c,1.8,2.4,B AH N AE N AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,you,you,c,2.4,2.61,Y UW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,see,see,c,2.61,2.85,S IY,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,small,small,c,2.85,3.48,S M AO L,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,soft,soft,c,3.48,4.02,S AA F T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,black,black,c,4.02,4.47,B L AE K,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,seeds,seeds,c,4.47,4.89,S IY D Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,inside,inside,c,4.89,5.43,IH N S AY D,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,the,the,c,5.43,5.61,DH AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,fruit,fruit,c,5.61,6.06,F R UW T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,these,these,c,6.39,6.72,DH IY Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,seeds,seeds,c,6.72,7.11,S IY D Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,are,are,c,7.11,7.53,AA R,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,of,of,c,7.71,7.98,AH V,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,no,no,c,7.98,8.31,N OW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,use,use,c,8.31,8.58,Y UW S,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,at,at,c,8.61,8.85,AE T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,all,all,c,8.85,9.24,AO L,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,to,to,c,9.51,9.69,T UW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,the,the,c,9.69,9.78,DH AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,banana,banana,c,9.81,10.29,B AH N AE N AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plant,plant,c,10.29,10.8,P L AE N T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,new,new,c,11.04,11.37,N UW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plants,plants,c,11.37,11.94,P L AE N T S,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,do,do,c,11.94,12.15,D UW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,not,not,c,12.15,12.45,N AA T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,grow,grow,c,12.45,12.72,G R OW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,from,from,c,12.72,12.99,F R AH M,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,the,the,c,12.99,13.11,DH AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,seeds,seeds,c,13.11,13.65,S IY D Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,new,new,c,13.92,14.13,N UW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,banana,banana,c,14.13,14.58,B AH N AE N AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plants,plants,c,14.58,15.21,P L AE N T S,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,grow,grow,c,15.24,15.57,G R OW,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,from,from,c,15.57,15.84,F R AH M,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,the,the,c,15.84,15.96,DH AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,old,old,c,15.96,16.32,OW L D,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plant,plant,c,16.38,16.83,P L AE N T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,they,they,c,17.07,17.25,DH EY,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,look,look,c,17.25,17.46,L UH K,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,just,<eps>,d,,,JH AH S T,d,1
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,like,like,c,17.46,17.79,L AY K,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,the,the,c,17.79,18.12,DH AH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,full,full,c,18.3,18.69,F UH L,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,grown,grown,c,18.69,19.05,G R OW N,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plant,plant,c,19.05,19.44,P L AE N T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,there,they,s,19.44,19.68,DH EH R,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,are,are,c,19.68,19.89,AA R,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,some,some,c,19.89,20.13,S AH M,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,bananas,bananas,c,21.75,22.5,B AH N AE N AH Z,s,1
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,which,which,c,22.53,22.8,W IH CH,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,are,are,c,22.8,22.98,AA R,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,called,called,c,22.98,23.4,K AO L D,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plantains,plantains,c,23.46,24.51,P L AE N T AH N Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,in,in,c,24.78,24.96,IH N,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,many,many,c,24.96,25.26,M EH N IY,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,countries,countries,c,25.26,25.89,K AH N T R IY Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,plantains,plantains,c,25.89,26.61,P L AE N T AH N Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,are,are,c,26.61,26.79,AA R,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,not,not,c,26.79,27.06,N AA T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,eaten,eaten,c,27.06,27.45,IY T AH N,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,as,as,c,27.45,27.66,AE Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,fruit,fruit,c,27.66,28.05,F R UW T,s,1
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,they,they,c,28.32,28.47,DH EY,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,are,are,c,28.47,28.65,AA R,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,cooked,cooked,c,28.65,28.92,K UH K T,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,as,as,c,28.95,29.19,AE Z,c,0
ut_3-b-36_kv_kv-no2-crpf-langjing-imphal_22082024-000000-1_EN-OL-RC-244_2,3,vegetables,vegetables,c,29.19,30.24,V EH JH T AH B AH L Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,it,it,c,0.99,1.2,IH T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,is,is,c,1.2,1.41,IH Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,a,a,c,1.44,1.62,AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,thick,thick,c,1.62,1.92,TH IH K,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,coat,coat,c,1.92,2.25,K OW T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,of,of,c,2.25,2.49,AH V,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,short,short,c,2.49,3.06,SH AO R T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,soft,soft,c,3.45,3.9,S AA F T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,hair,hair,c,3.93,4.35,HH EH R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,it,it,c,4.35,4.68,IH T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,keeps,keSIL,c,4.68,5.07,K IY P S,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,5.1,5.34,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,yak,yak,c,5.34,5.79,Y AE K,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,very,very,c,5.79,6.15,V EH R IY,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,warm,warm,c,6.15,6.54,W AO R M,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,as,as,c,6.81,7.08,AE Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,7.08,7.38,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,harsh,harsh,c,7.38,7.98,HH AA R SH,s,1
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,winter,winter,c,8.49,8.94,W IH N T AH R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,slowly,slowly,c,8.94,9.42,S L OW L IY,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,fades,fades,c,9.42,9.84,F EY D Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,9.87,10.11,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,yak's,yak's,c,10.11,10.68,Y AE K S,s,1
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,thick,thick,c,11.43,11.82,TH IH K,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,winter,winter,c,11.82,12.24,W IH N T AH R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,coat,coat,c,12.24,12.6,K OW T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,starts,starts,c,12.6,13.08,S T AA R T S,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,to,to,c,13.08,13.29,T UW,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,shed,shed,c,13.29,13.62,SH EH D,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,13.8,14.1,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,yak,yak,c,14.1,14.49,Y AE K,s,1
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,stands,stands,c,14.49,14.97,S T AE N D Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,in,in,c,15.0,15.24,IH N,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,15.24,15.48,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,sun,sun,c,15.6,15.96,S AH N,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,and,and,c,15.99,16.38,AH N D,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,16.38,16.74,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,old,old,c,16.89,17.34,OW L D,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,coat,coat,c,17.34,17.76,K OW T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,gradually,gradually,c,17.79,18.63,G R AE JH UW AH L IY,s,1
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,falls,falls,c,19.11,19.62,F AO L Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,off,off,c,19.62,19.98,AO F,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,leaving,leaving,c,20.01,20.55,L IY V IH NG,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,a,a,c,20.61,21.03,AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,lighter,lighter,c,21.18,21.84,L AY T AH R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,summer,summer,c,21.99,22.56,S AH M AH R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,coat,coat,c,22.56,23.13,K OW T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,behind,behind,c,23.4,23.94,B IH HH AY N D,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,24.09,24.69,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,yak,yak,c,24.69,25.26,Y AE K,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,enjoys,enjoys,c,25.5,26.07,EH N JH OY Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,this,this,c,26.07,26.46,DH IH S,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,change,change,c,26.46,26.88,CH EY N JH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,as,as,c,27.15,27.48,AE Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,it,it,c,27.48,27.66,IH T,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,can,can,c,27.66,27.96,K AE N,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,now,now,c,27.96,28.23,N AW,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,move,move,c,28.23,28.65,M UW V,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,more,more,c,28.65,29.16,M AO R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,freely,freely,c,29.4,30.0,F R IY L IY,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,and,and,c,30.0,30.45,AH N D,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,is,is,c,30.48,30.78,IH Z,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,more,more,c,30.78,31.26,M AO R,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,comfortable,comfortable,c,31.5,32.34,K AH M F AH R T AH B AH L,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,in,in,c,32.97,33.27,IH N,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,the,the,c,33.27,33.57,DH AH,c,0
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,warmer,warmer,c,33.69,34.29,W AO R M AH R,s,1
an_4-a-1_kv_kv-no2-hubli_06082025-000000-1_EN-OL-RC-300_2,4,weather,weather,c,34.38,34.92,W EH DH AH R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,jacob,jacob,c,0.99,1.5,JH EY K AH B,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,the,the,c,1.5,1.62,DH AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,beggar,beggar,c,1.62,2.04,B EH G AH R,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,who,who,c,2.31,2.64,HH UW,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,could,could,c,2.82,3.06,K UH D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,not,not,c,3.06,3.39,N AA T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,see,see,c,3.39,3.78,S IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,sat,sat,c,4.65,4.98,S AE T,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,by,by,c,4.98,5.61,B AY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,the,the,c,5.64,5.91,DH AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,roadside,roadside,c,5.91,6.57,R OW D S AY D,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,he,he,c,6.9,7.17,HH IY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,heard,heard,c,7.17,7.56,HH AH R D,s,1
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,the,the,c,7.56,7.65,DH AH,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,people,people,c,7.65,8.04,P IY P AH L,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,walking,walking,c,8.04,8.49,W AO K IH NG,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,by,by,c,8.49,8.79,B AY,c,0
ay_4-a-3_kv_kv-dlw-varanasi_22082024-000000-1_EN-OL-RC-313_1,4,and,and,c,8.97,9.27,AH N D,c,0
