utterance_id,canonical_word,GT_decoded_word,GT_label,start_time,end_time,canonical_phone_seq,GT_wav2vec_phone_seq_clean,MT_decoded_costed_neglog
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,रहती,रेहेती,s,36.45,36.9,r aa hh aa t II,r aa hh aa t II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,थी,थी,c,36.9,37.29,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,वह,वह,c,37.83,38.16,w aa hh,w aa hh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,टीकू,टीकू,c,38.16,38.82,T II k UU,T II q k UU,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,चिड़िया,चिड़िया,c,39.18,39.84,c ii D ii y AA,c ii D ii y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,और,और,c,39.87,40.41,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,उसके,उसके,c,40.44,40.92,uu s aa k ee,uu s aa k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,परिवार,परिवार,c,40.92,41.52,p aa r ii w AA r,p aa r ii w AA r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,के,के,c,41.52,41.67,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,लिए,लिए,c,41.67,42.0,l ii ee,l ii ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,रोज,रोज,c,42.0,42.48,r oo j,r oo j,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,रोटी,रोटी,c,42.48,42.93,r oo T II,r oo T II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,का,का,c,42.93,43.14,k AA,k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,टुकड़ा,टुकड़ा,c,43.14,43.74,T uu k aa D AA,T uu k aa D AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,डालती,डालती,c,44.04,44.64,D AA l aa t II,D AA l aa t II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/hy_3-c-9_kv_kv-rdso-lucknow_04122023-000000-1_HI-KV-002_1.wav,थी,थी,c,44.64,45.03,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,एक,एक,c,0.99,1.38,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,दिन,दिन,c,1.38,1.92,d ii n,d ii n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,दीदी,दीदी,c,1.92,2.67,d II d II,d II d II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,मीमी,मीमी,c,2.67,3.36,m II m II,m II m II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,के,के,c,3.36,3.66,k ee,k ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,स्कूल,स्कूल,c,3.66,4.35,s k UU l,s k UU l,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,आईं,आईं,c,4.35,5.04,AA II q,AA II q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,दीदी,दीदी,c,5.25,5.97,d II d II,d II d II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,टीचर,टीचर,c,5.97,6.75,T II c aa r,T II c aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,नही,नही,c,6.75,7.32,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,थी,ती,s,7.35,7.8,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,और,और,c,8.1,8.64,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,वे,वे,c,8.64,9.15,w ee,w ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,पढ़ती,पढ़ती,c,9.15,10.02,p aa Dh aa t II,p aa Dh aa t II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,भी,भी,c,10.05,10.47,bh II,bh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,नही,नही,c,10.47,11.07,n aa hh II,n aa hh II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,थी,ती,s,11.1,11.58,th II,th II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,वे,वे,c,11.82,12.18,w ee,w ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,बच्चों,बच्चों,c,12.18,12.99,b aa c c oo q,b aa c oo q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,से,से,c,13.05,13.44,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,तो,तो,c,13.44,13.98,t oo,t oo,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,बड़ी,बड़ी,c,13.98,14.61,b aa D II,b aa D II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,थी,ती,s,14.64,15.06,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,लेकिन,लेकिन,c,15.3,16.11,l ee k ii n,l ee k ii n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,टीचर,टीचर,c,16.11,16.86,T II c aa r,T II c aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,से,से,c,16.86,17.25,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,छोटी,छोटी,c,17.25,18.0,ch oo T II,ch oo T II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,ही,ही,c,18.0,18.3,hh II,hh II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,थी,ती,s,18.3,18.69,th II,th II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,दुबली,दुबली,c,19.11,19.89,d uu b aa l II,d uu b aa l II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,पतली,पतली,c,19.89,20.64,p aa t aa l II,p aa T t aa l II,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,सी,सी,c,20.64,21.39,s II,s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,चमकीली,चमकीली,c,21.69,23.07,c aa m aa k II l II,c aa m aa k II l II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,आंखें,आंके,s,23.1,23.94,<UNK>,AA q k ee q,4.80057146119358
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,चेहरे,छेहरे,s,23.94,24.72,c ee hh aa r ee,c ee hh aa r ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,पर,पर,c,24.72,25.32,p aa r,p aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,हल्की,हल्की,c,25.53,26.31,hh aa l k II,hh aa l k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,सी,सी,c,26.31,26.85,s II,s II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,मुस्कान,मुस्कान,c,27.75,28.83,m uu s k AA n,m uu s k AA n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,दीदी,दादी,s,28.83,29.64,d II d II,d AA d II,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,रोज़,रोज़,c,29.64,30.15,r oo j,r oo j,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,स्कूल,स्कूल,c,30.36,30.9,s k UU l,k UU l,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,आने,आने,c,30.96,31.68,AA n ee,AA n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,लगी,लगी,c,31.68,32.34,l aa g II,l aa g II q,1.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,और,और,c,32.37,32.88,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,बच्चों,बच्चों,c,32.88,33.87,b aa c c oo q,b aa c oo q r,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,की,की,c,33.99,34.47,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,दोस्त,दोस्त,c,34.77,35.37,d oo s t,d oo s t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,बन,बन,c,35.37,35.76,b aa n,b aa n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,गईं,कर,s,35.76,36.21,g II q,k aa r,6.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,और,और,c,36.21,36.63,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,टीचर,टीचर,c,36.66,37.41,T II c aa r,T II c aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,की,की,c,37.41,37.71,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/ds_3-c-7_kv_kv-beml-nagar-kolar_04122023-000000-1_HI-SW-PB-301_2.wav,भी,बी,s,37.74,38.19,bh II,b II,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,एक,<eps>,d,,,ee k,,
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,राजा,र,s,0.99,1.11,r AA j AA,j aa,4.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,था,था,c,1.2,1.44,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,उसका,उसका,c,1.44,1.92,uu s aa k AA,uu s aa k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,1.92,2.16,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,बडा,बडा,c,2.16,2.67,b aa D AA,b aa D AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,सा,सा,c,2.67,2.97,s AA,s AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,राज्य,राज्य,c,2.97,3.48,r AA j y,r AA j y,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,था,था,c,3.48,3.78,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,एक,एक,c,7.56,7.95,ee k,ee k,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,दिन,दिन,c,7.95,8.4,d ii n,d ii n,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,उसे,उसे,c,9.36,9.84,uu s ee,uu s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,देश,देश,c,10.05,10.59,d ee sh,d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,घूमने,घूमने,c,10.59,11.16,gh UU m aa n ee,gh UU m aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,का,का,c,11.16,11.52,k AA,k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,विचार,विचार,c,11.67,12.21,w ii c AA r,w ii c AA r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,आया,आया,c,12.21,12.78,AA y AA,AA y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,और,और,c,13.05,13.44,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,उसने,उसने,c,13.62,14.25,uu s aa n ee,uu s aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,देश,देश,c,14.46,14.94,d ee sh,d ee sh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,भ्रमन,भ्रमन,c,15.21,16.02,<UNK>,b r aa m aa N,7.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,की,की,c,16.41,16.77,k II,k ii,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,योजना,योजना,c,16.98,17.7,y oo j aa n AA,y oo j aa n AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,बनाई,बनाई,c,17.7,18.42,b aa n AA II,b aa n AA II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,और,और,c,18.45,18.81,OO r,OO r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,घूमने,घूमने,c,18.81,19.35,gh UU m aa n ee,gh UU m aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,निकल,निकल,c,19.35,20.01,n ii k aa l,n ii k aa l,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,पडा,पडा,c,20.01,20.55,<UNK>,p aa D AA,4.74172893616739
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,जब,जब,c,20.94,21.36,j aa b,j aa b,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,वह,वह,c,21.36,21.75,w aa hh,w aa hh,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,यात्रा,यात्रा,c,21.75,22.38,y AA t r AA,y AA t r AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,से,से,c,22.38,22.65,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,लौट,लौट,c,22.65,23.16,l OO T,l OO T,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,कर,कर,c,23.43,23.79,k aa r,k aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,अपने,अपने,c,23.82,24.33,aa p aa n ee,aa p aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,महल,महल,c,24.33,24.84,m aa hh aa l,m aa hh aa l,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,आया,आया,c,24.84,25.32,AA y AA,AA y AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,उसने,उसने,c,25.32,25.95,uu s aa n ee,uu s aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,अपने,अपने,c,26.19,26.64,aa p aa n ee,aa p aa n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,मंत्रियों,मंत्रियों,c,26.64,27.36,m aa q t r ii y oo q,m aa q t r ii y oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,से,से,c,27.36,27.75,s ee,s ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,पैरों,पैरों,c,27.75,28.38,p ee r oo q,p ee r oo q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,में,में,c,28.38,28.71,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,दर्द,दर्द,c,29.1,29.61,d aa r d,d aa r d,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,होने,होने,c,29.61,30.21,hh oo n ee,hh oo n ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,की,की,c,30.21,30.51,k II,k II,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,शिकायत,शिकायत,c,30.66,31.47,sh ii k AA y aa t,sh ii k AA y aa t,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,की,की,c,31.5,31.89,k II,k ee,2.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,राजा,राजा,c,33.66,34.17,r AA j AA,r AA j AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,का,का,c,34.17,34.41,k AA,k AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,कहना,कहना,c,34.41,35.07,k aa hh aa n AA,k aa hh aa n AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,था,था,c,35.52,35.91,th AA,th AA,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,कि,कि,c,35.91,36.3,k ii,k ii,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,मार्ग,मार्ग,c,36.63,37.26,m AA r g,m AA r g,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,में,में,c,37.26,37.68,m ee q,m ee q,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,जो,जो,c,38.07,38.55,j oo,j oo,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,कंकड,कंकड,c,39.15,39.81,<UNK>,k aa q k aa D,5.80136789320264
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,पत्थर,पत्थर,c,40.14,40.86,p aa t th aa r,p aa t th aa r,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,थे,थे,c,42.69,43.05,th ee,th ee,0.0
/home/daplab/30006664/kv_allindia_dec2023/audios/dh_3-a-24_kv_kv-malkapuram_04122023-000000-1_HI-KV-001_1.wav,वे,वे,c,43.29,43.68,w ee,w ee,0.0
