WavFileName,canonical_word,decoded_word,label,start_time,end_time,span_dur,speech_dur,ctm_entry,canonical_phone_seq
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,of,of,c,10.38,10.92,0.54,0.54,of,AO F
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,no,no,c,10.92,11.46,0.54,0.54,no,N OW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,use,use,c,11.76,12.48,0.72,0.72,use,Y UW Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,at,at,c,12.54,12.99,0.45,0.45,at,AE T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,all,all,c,13.05,13.65,0.6,0.6,all,AO L
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,to,to,c,13.86,14.22,0.36,0.36,to,T UW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,the,the,c,14.22,14.49,0.27,0.27,the,DH AH
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,banana,banana,c,14.49,15.39,0.9,0.9,banana,B AH N AA N AA
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plant,plant,c,15.63,16.23,0.6,0.6,plant,P L AA N T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,new,new,c,16.23,16.65,0.42,0.42,new,N Y UW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plants,plant,s,16.65,17.31,0.66,0.66,plant,P L AA N T S
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,do,do,c,17.76,18.12,0.36,0.36,do,D UW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,not,not,c,18.12,18.63,0.51,0.51,not,N AO T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,grow,grow,c,18.63,19.11,0.48,0.48,grow,G R OW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,from,from,c,19.11,19.77,0.66,0.66,from,F R AO M
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,the,the,c,20.01,20.22,0.21,0.21,the,DH AH
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,seeds,seeds,c,20.22,20.79,0.57,0.57,seeds,S IY D S
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,new,new,c,20.79,21.3,0.51,0.51,new,N Y UW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,banana,banana,c,21.3,21.93,0.63,0.63,banana,B AH N AA N AA
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plants,plants,c,21.93,22.5,0.57,0.57,plants,P L AA N T S
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,grow,grow,c,22.5,23.07,0.57,0.57,grow,G R OW
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,from,from,c,23.49,24.12,0.63,0.63,from,F R AO M
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,the,the,c,24.12,24.6,0.48,0.48,the,DH AH
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,old,old,c,24.72,25.23,0.51,0.51,old,OW L D
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plant,plant,c,25.23,25.83,0.6,0.6,plant,P L AA N T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,they,they,c,25.83,26.13,0.3,0.3,they,DH EY
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,look,look,c,26.13,26.55,0.42,0.42,look,L UH K
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,just,just,c,26.55,27.03,0.48,0.48,just,JH AH S T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,like,like,c,27.03,27.57,0.54,0.54,like,L AY K
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,the,the,c,27.57,27.84,0.27,0.27,the,DH AH
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,full,full,c,27.84,28.26,0.42,0.42,full,F UH L
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,grown,grown,c,28.65,29.37,0.72,0.72,grown,G R OW N
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plant,plant,c,29.37,29.91,0.54,0.54,plant,P L AA N T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,there,there,c,29.91,30.48,0.57,0.57,there,DH EY R
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,are,are,c,30.75,30.99,0.24,0.24,are,AA R
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,some,some,c,30.99,31.35,0.36,0.36,some,S AH M
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,bananas,bananas,c,31.35,31.95,0.6,0.6,bananas,B AH N AA N AA Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,which,which,c,31.95,32.37,0.42,0.42,which,W IH CH
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,are,are,c,32.76,33.06,0.3,0.3,are,AA R
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,called,called,c,33.06,33.72,0.66,0.66,called,K AO L D
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plantains,plantains,c,34.17,35.22,1.05,1.05,plantains,P L AH N T EY N Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,in,in,c,36.21,36.6,0.39,0.39,in,IH N
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,many,many,c,36.6,37.2,0.6,0.6,many,M EH N IY
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,countries,countries,c,37.2,38.16,0.96,0.96,countries,K AH N T R IY Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,plantains,plantains,c,39.3,40.29,0.99,0.99,plantains,P L AH N T EY N Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,are,are,c,40.32,40.68,0.36,0.36,are,AA R
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,not,not,c,40.68,41.22,0.54,0.54,not,N AO T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,eaten,eaten,c,41.28,42.03,0.75,0.75,eaten,IY T EH N
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,as,as,c,43.14,43.74,0.6,0.6,as,AE Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,fruit,fruit,c,43.77,44.34,0.57,0.57,fruit,F R UW T
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,they,they,c,44.37,44.79,0.42,0.42,they,DH EY
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,are,are,c,44.79,45.24,0.45,0.45,are,AA R
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,cooked,cooked,c,45.36,45.93,0.57,0.57,cooked,K UH K D
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,as,as,c,45.96,46.5,0.54,0.54,as,AE Z
kx_3-a-23_kv_kv-no2-jammu-cantt_22082024-000000-1_EN-OL-RC-244_2,vegetables,vegetables,c,46.56,47.4,0.84,0.84,vegetables,V EH JH IH T EY B AH L S
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,a,a,c,1.02,1.32,0.3,0.3,a,AH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,hand,hand,c,1.32,1.83,0.51,0.51,hand,HH AE N D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,went,went,c,1.83,2.43,0.6,0.6,went,W EH N T
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,over,our,s,2.49,3.0,0.51,0.51,our,OW V AH R
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,his,his,c,3.0,3.48,0.48,0.48,his,HH IH Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,eyes,eyes,c,3.54,3.99,0.45,0.45,eyes,AA IY Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,very,very,c,3.99,4.53,0.54,0.54,very,V EH R IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,gently,gently,c,4.53,5.25,0.72,0.72,gently,JH EH N T L IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,someone,someone,c,5.25,6.03,0.78,0.78,someone,S AH M W AH N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,was,was,c,6.12,6.81,0.69,0.69,was,W AO Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,putting,putting,c,7.26,7.92,0.66,0.66,putting,P UH T IH NG
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,something,something,c,8.13,8.82,0.69,0.69,something,S AH M TH IH NG
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,[INS:one],one,i,8.82,9.75,0.93,0.93,one,
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,on,on,c,9.81,10.26,0.45,0.45,on,AO N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,them,them,c,10.26,10.74,0.48,0.48,them,DH EH M
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,the,the,c,10.77,11.19,0.42,0.42,the,DH AH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,kind,kind,c,11.46,11.97,0.51,0.51,kind,K AY N D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,man,when,s,11.97,12.39,0.42,0.42,when,M AE N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,then,then,c,12.39,12.93,0.54,0.54,then,DH EH N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,told,told,c,13.02,13.56,0.54,0.54,told,T OW L D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,him,him,c,13.56,14.04,0.48,0.48,him,HH IH M
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,that,that,c,14.04,14.43,0.39,0.39,that,DH AE T
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,he,he,c,14.43,14.79,0.36,0.36,he,HH IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,had,had,c,14.79,15.33,0.54,0.54,had,HH AE D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,put,put,c,15.72,16.08,0.36,0.36,put,P UH T
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,something,something,c,16.08,16.86,0.78,0.78,something,S AH M TH IH NG
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,on,on,c,17.34,17.73,0.39,0.39,on,AO N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,his,his,c,17.73,18.15,0.42,0.42,his,HH IH Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,eyes,eyes,c,18.21,18.57,0.36,0.36,eyes,AA IY Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,and,and,c,18.75,19.26,0.51,0.51,and,AE N D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,instructed,इंस्ट्रकशेड,s,19.29,20.67,1.38,1.38,इंस्ट्रकशेड,IH N S T R AH K T EH D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,him,him,c,20.73,21.27,0.54,0.54,him,HH IH M
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,to,to,c,21.6,21.96,0.36,0.36,to,T UW
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,wash,wash,c,21.96,22.44,0.48,0.48,wash,W AO SH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,them,them,c,22.44,22.86,0.42,0.42,them,DH EH M
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,in,in,c,22.92,23.4,0.48,0.48,in,IH N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,the,the,c,23.76,24.06,0.3,0.3,the,DH AH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,pool,pool,c,24.06,24.45,0.39,0.39,pool,P UW L
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,the,the,c,24.45,24.75,0.3,0.3,the,DH AH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,first,first,c,24.78,25.26,0.48,0.48,first,F AH R S T
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,man,man,c,25.29,25.8,0.51,0.51,man,M AE N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,advised,अडवायझेड,s,26.07,27.03,0.96,0.96,अडवायझेड,AH D V AY Z D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,him,him,c,27.03,27.51,0.48,0.48,him,HH IH M
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,to,to,c,27.51,27.84,0.33,0.33,to,T UW
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,follow,follow,c,27.84,28.44,0.6,0.6,follow,F AO L OW
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,jesus's,जुसे,s,28.8,29.7,0.9,0.9,जुसे,JH IY S AH S IH Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,instructions,इंट्र्क्संस,s,30.18,31.5,1.32,1.32,इंट्र्क्संस,IH N S T R AH K SH AH N Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,jacob,jacob,c,31.65,32.4,0.75,0.75,jacob,JH EY K AH B
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,walked,walked,c,32.4,33.06,0.66,0.66,walked,W AO K D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,towards,towards,c,33.33,34.17,0.84,0.84,towards,T UH W AH R D S
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,the,the,c,34.17,34.44,0.27,0.27,the,DH AH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,pool,pool,c,34.44,34.92,0.48,0.48,pool,P UW L
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,he,he,c,34.92,35.34,0.42,0.42,he,HH IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,washed,washed,c,35.43,36.12,0.69,0.69,washed,W AO SH D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,his,his,c,36.12,36.72,0.6,0.6,his,HH IH Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,eyes,eyes,c,37.05,37.47,0.42,0.42,eyes,AA IY Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,in,in,c,37.71,38.13,0.42,0.42,in,IH N
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,the,the,c,38.13,38.34,0.21,0.21,the,DH AH
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,water,water,c,38.34,38.82,0.48,0.48,water,W AO T AH R
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,slowly,slowly,c,38.82,39.66,0.84,0.84,slowly,S L OW L IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,he,he,c,39.84,40.17,0.33,0.33,he,HH IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,opened,opened,c,40.17,40.92,0.75,0.75,opened,OW P AH N D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,his,his,c,41.25,41.64,0.39,0.39,his,HH IH Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,eyes,eyes,c,41.7,42.12,0.42,0.42,eyes,AA IY Z
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,he,he,c,42.12,42.48,0.36,0.36,he,HH IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,could,could,c,42.48,42.81,0.33,0.33,could,K UH D
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,see,see,c,42.81,43.23,0.42,0.42,see,S IY
ak_4-a-5_kv_kv-khargone_06082025-000000-1_EN-OL-RC-313_2,everything,everything,c,43.26,43.95,0.69,0.69,everything,EH V R IY TH IH NG
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,so,so,c,0.99,1.47,0.48,0.48,so,S OW
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,it,it,c,1.5,1.77,0.27,0.27,it,IH T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,is,is,c,1.77,2.04,0.27,0.27,is,IH Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,not,not,c,2.04,2.58,0.54,0.54,not,N AO T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,easy,easy,c,2.58,3.0,0.42,0.42,easy,IY Z IY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,to,to,c,3.0,3.21,0.21,0.21,to,T UW
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,find,find,c,3.21,3.81,0.6,0.6,find,F AY N D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,out,out,c,3.81,4.29,0.48,0.48,out,AW T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,how,how,c,4.29,4.8,0.51,0.51,how,HH AW
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,long,long,c,4.8,5.28,0.48,0.48,long,L AO NG
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,animals,animals,c,5.31,6.39,1.08,1.08,animals,AE N IH M AH L S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,live,live,c,6.72,7.17,0.45,0.45,live,L IH V
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,scientists,scientists,c,7.74,8.82,1.08,1.08,scientists,S AY AH N T IH S T S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,believe,believe,c,9.3,9.93,0.63,0.63,believe,B IH L IY V
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,that,that,c,9.93,10.44,0.51,0.51,that,DH AE T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,animals,animal,s,10.59,11.43,0.84,0.84,animal,AE N IH M AH L S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,in,is,d,,,,,,IH N
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,the,the,c,11.49,11.79,0.3,0.3,is,DH AH
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,sea,sea,c,11.79,12.24,0.45,0.45,the,S IY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,generally,generally,c,12.84,13.5,0.66,0.66,sea,JH EH N R AH L IY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,live,live,c,13.5,14.61,1.11,1.11,generally,L IH V
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,for,for,c,15.12,15.72,0.6,0.6,live,F AO R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,a,a,c,15.72,16.2,0.48,0.48,for,AH
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,longer,longer,c,16.23,16.59,0.36,0.36,a,L AO NG G AH R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,time,time,c,16.59,17.34,0.75,0.75,longer,T AY M
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,than,than,c,17.34,17.91,0.57,0.57,time,TH AE N
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,those,those,c,17.94,18.57,0.63,0.63,than,DH OW Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,on,on,c,19.11,19.77,0.66,0.66,those,AO N
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,land,land,c,19.86,20.7,0.84,0.84,on,L AE N D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,the,the,c,21.18,21.75,0.57,0.57,land,DH AH
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,water,water,c,22.83,23.31,0.48,0.48,the,W AO T AH R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,carries,carries,c,23.37,24.03,0.66,0.66,water,K AE R IY Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,their,the,s,24.03,24.69,0.66,0.66,carries,DH EY AH R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,weight,weight,c,24.69,25.2,0.51,0.51,the,W EY T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,and,and,c,25.53,26.1,0.57,0.57,weight,AE N D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,so,so,c,26.19,26.73,0.54,0.54,and,S OW
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,they,they,c,26.73,27.18,0.45,0.45,so,DH EY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,are,<eps>,d,,,,,,AA R
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,not,not,c,27.18,27.75,0.57,0.57,they,N AO T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,tired,tired,c,28.05,28.71,0.66,0.66,not,T AY R D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,out,out,c,28.74,29.34,0.6,0.6,tired,AW T
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,as,as,c,29.37,29.94,0.57,0.57,out,AE Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,quickly,quickly,c,30.0,30.54,0.54,0.54,as,K W IH K L IY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,as,as,c,30.57,31.53,0.96,0.96,quickly,AE Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,land,land,c,31.68,32.04,0.36,0.36,as,L AE N D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,animals,animals,c,32.04,32.58,0.54,0.54,land,AE N IH M AH L S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,many,many,c,33.6,34.2,0.6,0.6,animals,M EH N IY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,animals,animal,s,35.07,35.37,0.3,0.3,many,AE N IH M AH L S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,such,such,c,35.4,36.03,0.63,0.63,animal,S AH CH
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,as,as,c,36.03,36.42,0.39,0.39,such,AE Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,snakes,snakes,c,36.45,36.81,0.36,0.36,as,S N EY K S
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,and,and,c,36.81,37.26,0.45,0.45,snakes,AE N D
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,lizards,lizards,c,37.92,38.19,0.27,0.27,and,L IH Z AH R D Z
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,keep,keep,c,38.19,39.06,0.87,0.87,lizards,K IY P
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,growing,growing,c,39.42,40.14,0.72,0.72,keep,G R OW IH NG
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,until,until,c,40.2,40.86,0.66,0.66,growing,AH N T IH L
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,they,they,c,40.92,41.52,0.6,0.6,until,DH EY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,die,die,c,41.52,41.79,0.27,0.27,they,D AY
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,so,so,c,41.79,42.27,0.48,0.48,die,S OW
ax_4-a-1_kv_kv-no1-golconda_06082025-000000-1_EN-OL-RC-331_2,if,if,c,43.05,43.56,0.51,0.51,so,IH F
